id,cnpj,idassociacao,porcento_mulheres,pagantes_servico,pagantes_comercio,pagantes_industria,pagantes_agro,pagantes_liberal,pagantes_mei,pagantes_outros,atividade_economica,area_comercial,vendedores_atuantes,certificado_origem,certificado_digital,servico_analise_credito,servico_intermediacao_estagio,servico_concessao_credito,carta_exclusividade,plano_saude,camara_mediacao,faculdade_comercio,aluguel_salas,conselho_comites,sede_associacao,condicao_sede,taxa_associativismo_min,taxa_associativismo_max,faturamento_produtos_servicos,faturamento_taxa_associativismo,data_atualizacao
493,07058827000103,11157,de 26 a 50%,12,21,5,0,0,1,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Da Mulher,Sede/Sala Alugada,Somente uma sala de atendimento,0,85,de 26 a 50%,de 76 a 100%,2023-04-05 05:36:35.731462
494,51814770000109,3272,Não possuem a informação,12,199,43,6,0,16,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 30 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",6,55,DE 26 A 50%,DE 26 A 50%,2023-04-05 05:36:35.742213
495,56344872000121,11882,Não possuem a informação,12,25,32,0,0,9,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,60,até 25%,de 76 a 100%,2023-04-05 05:36:35.752656
496,01041223000160,2283,de 76 a 100%,13,18,13,0,1,5,0,Comério e Serviço,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,"PREDIO NOVO COM ESCRITORIO, SALA DE REUNIOES, BANHEIRO E COZINHA.",0,155,de 76 a 100%,até 25%,2023-04-05 05:36:35.774757
497,18350818000108,11883,de 26 a 50%,13,46,3,2,0,25,2,Comério e Serviço,Não,Não há vendedor.,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Da Mulher,Sede/Sala Alugada,Atuamos em um prédio cedido por um parceiro,2,350,até 25%,de 76 a 100%,2023-04-05 05:36:35.7864
498,79319398000183,2484,de 0 a 25%,13,59,0,1,2,1,0,Agronegócio,Não,Não há vendedor.,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Da Mulher,Sede/Sala Alugada,"SALA NOVA, BEM CONSERVADA, NÃO TEMOS SALA DE REUNIÇÕES E NEM ESPAÇO PARA ALUGAR .",1,65,de 26 a 50%,de 26 a 50%,2023-04-05 05:36:35.796359
499,20436036000120,3428,de 0 a 25%,13,47,4,1,19,12,1,Comério e Serviço,Não,de 4 a 6 vendedores,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"Prédio antigo, salão de eventos grande, sala de reunião, sala de atendimento e banheiros.",1,60,até 25%,de 51 a 75%,2023-04-05 05:36:35.80711
500,30585780000140,3128,de 0 a 25%,28,48,3,0,0,6,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Outros,Sede Própria,"Imóvel conservado, com sala para reuniões e pequeno espaço para eventos.",0,150,até 25%,de 51 a 75%,2023-04-05 05:36:35.81702
501,13458765000111,3175,de 0 a 25%,13,107,2,2,0,1,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"Prédio bastante conservado, possui salas de reunião e um auditório para eventos, além do escritório.",2,120,até 25%,de 76 a 100%,2023-04-05 05:36:35.826484
502,78123353000176,1913,de 51 a 75%,13,63,0,0,5,24,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não tem,Sede/Sala Alugada,"Concessão de uso pela Prefeitura, prédio novo, conservado, com mesas cadeiras, ar condicionado , perfeito para nossa realidade e a quantidade atual de associados. Usamos para cursos, palestras , Coffee, Jantares com os associados e são feitas locações para os associados para eventos diversos.",0,40,até 25%,de 26 a 50%,2023-04-05 05:36:35.836948
503,01730117000193,1930,Não possuem a informação,13,30,1,0,0,2,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,30,até 25%,de 76 a 100%,2023-04-05 05:36:35.847377
504,51446607000130,1942,Não possuem a informação,13,52,12,0,0,18,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 35 PESSOAS, POSSUI SALA REUNIÃO PARA 35 PESSOAS, POSSUI SALA TREINAMENTO PARA 70 PESSOAS,",0,30,DE 51 A 75%,DE 26 A 50%,2023-04-05 05:36:35.85695
505,52384377000195,2351,Não possuem a informação,13,115,28,3,0,60,10,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",3,40,DE 51 A 75%,DE 26 A 50%,2023-04-05 05:36:35.867785
506,09603832000177,11605,Não possuem a informação,13,28,1,0,0,0,1,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,49,DE 76 A 100%,Até 25%,2023-04-05 05:36:35.87805
507,47588249000123,1911,Não possuem a informação,13,79,30,15,0,18,48,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 29 PESSOAS, POSSUI SALA REUNIÃO PARA 12 PESSOAS, POSSUI SALA TREINAMENTO PARA 20 PESSOAS,",15,30,DE 51 A 75%,Não informado,2023-04-05 05:36:35.888364
508,05276977000150,3522,de 0 a 25%,14,61,1,0,0,1,3,Comério e Serviço,Não,Não há vendedor.,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Da Mulher,Sede Própria,"O prédio onde funciona a sede da Associação Comercial é cedido pela prefeitura municipal. O prédio tem um modelo rustico, mas conservado, possui auditório bem espaçoso, com capacidade para aproximadamente 70 pessoas. Tal auditório serve como sala de reunião, auditório para eventos. Também temos nossa secretaria, onde fica a Presidente da Associação e seus secretários, bem como temos a sala ao lado, onde fica a Câmara da Mulher Empresária.",0,70,até 25%,de 76 a 100%,2023-04-05 05:36:35.899663
509,78673506000159,2921,de 26 a 50%,14,73,0,2,1,4,10,Agronegócio,Sim,Não há vendedor.,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"A SEDE FOI CONSTRUIDA A 10 ANOS ATRÁS, ESTÁ EM BOM ESTADO DE CONSERVAÇÃO E TEMOS UMA SALA DE REUNIÕES.",2,160,até 25%,de 51 a 75%,2023-04-05 05:36:35.910122
510,64476914000106,3190,de 0 a 25%,14,16,17,1,7,0,2,Indústria,Sim,Não há vendedor.,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,PRÉDIO NOVO E CONSERVADO,1,65,de 51 a 75%,de 26 a 50%,2023-04-05 05:36:35.919966
511,93539310000160,2784,de 0 a 25%,14,52,9,9,3,8,4,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não tem,Sede/Sala Alugada,"PRÉDIO CONSERVADO, TEMOS SALA DE REUNIÕES ONDE PODE SER UTILIZADA COMO AUDITÓRIO.",9,70,de 76 a 100%,Não informado,2023-04-05 05:36:35.939166
512,49677032000115,2277,Não possuem a informação,14,149,7,7,0,93,24,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 60 PESSOAS, POSSUI SALA REUNIÃO PARA 12 PESSOAS, POSSUI SALA TREINAMENTO PARA 60 PESSOAS,",7,104,DE 51 A 75%,Não informado,2023-04-05 05:36:35.949275
513,50846872000143,2478,Não possuem a informação,14,103,6,0,0,50,10,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,58,DE 26 A 50%,DE 26 A 50%,2023-04-05 05:36:35.96071
514,78495421000128,2938,de 51 a 75%,15,35,20,2,10,8,20,Indústria,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,Está em condição boa para eventos ou reuniões.,2,180,até 25%,até 25%,2023-04-05 05:36:35.971455
515,18591362000160,11066,de 51 a 75%,15,135,5,3,1,4,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"PREDIO EM REFORMA, AUDITÓRIO, SALA DE ALUGUEL",3,526,de 76 a 100%,de 76 a 100%,2023-04-05 05:36:35.981808
516,13268123000150,2696,de 0 a 25%,15,6,0,0,3,5,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Da Mulher,Sede/Sala Alugada,Quiosque em shopping central,0,80,até 25%,até 25%,2023-04-05 05:36:35.993528
517,12250401000189,11708,de 0 a 25%,15,24,10,1,2,4,0,Agronegócio,Não,Não há vendedor.,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,"Sala conservada, bem centralizada e comporta espaço para reuniões de Diretoria!",1,100,de 26 a 50%,de 26 a 50%,2023-04-05 05:36:36.003927
518,00518985000141,10952,de 0 a 25%,15,40,15,3,0,5,0,Comério e Serviço,Não,Não há vendedor.,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não tem,Sede Própria,"Prédio reformado, com sala para atendimento aos associados e auditório para locação",3,78,de 26 a 50%,de 26 a 50%,2023-04-05 05:36:36.014808
519,01491349000136,11442,de 76 a 100%,15,70,10,5,0,0,0,Agronegócio,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não tem Sede (apenas estatuto),Estamos numa sala cedida pela Prefeitura,5,100,de 26 a 50%,de 26 a 50%,2023-04-05 05:36:36.026672
520,83426163000168,3006,de 51 a 75%,15,71,5,0,0,8,0,Indústria,Sim,de 1 a 3 vendedores,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Da Mulher,Sede/Sala Alugada,"prédio bem conservado, 3 salas (atendimento, reuniões e atendimento ao balcão) sem espaço para eventos, banheiro masculino e feminino.",0,122,até 25%,de 76 a 100%,2023-04-05 05:36:36.037558
521,04538229000135,2652,de 0 a 25%,15,40,1,2,2,0,0,Outros,Não,Não há vendedor.,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não tem,Sede Própria,Sala de reuniões pronta pra uso. E auditório faltando etapa de acabamento.,2,135,até 25%,de 76 a 100%,2023-04-05 05:36:36.04804
522,17421637000154,11479,de 0 a 25%,15,90,1,0,0,6,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não tem,Sede Própria,"CASA ANTIGA PORÉM REFORMADA, COM SALA PARA DIVIDIR SETORES E REUNIÃO.",0,100,de 51 a 75%,de 26 a 50%,2023-04-05 05:36:36.058312
523,21073127000100,3233,de 76 a 100%,15,15,5,20,30,14,0,Agronegócio,Sim,Não há vendedor.,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Da Mulher,Sede Própria,"Predio Antigo, conservado",20,54,de 76 a 100%,de 76 a 100%,2023-04-05 05:36:36.069433
524,20036257000100,2044,de 26 a 50%,15,26,1,0,2,4,2,Agronegócio,Sim,de 1 a 3 vendedores,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não tem,Sede Própria,Precisando de reforma,0,108,até 25%,de 51 a 75%,2023-04-05 05:36:36.082025
525,21351416000124,3232,de 26 a 50%,15,140,3,6,2,46,18,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Da Mulher,Sede/Sala Alugada,Espaço cedido pela prefeitura em termo de parceria. No ambiente possui duas salas de treinamento com capacidade de até 50 pessoas; 01 laboratório de informatica com 20 computadores; Sala de atendimento.,6,55,de 26 a 50%,de 51 a 75%,2023-04-05 05:36:36.096048
526,21369913000150,3275,de 26 a 50%,15,130,8,2,0,10,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não tem,Sede/Sala Alugada,01 sala para reuniões pequena e 01 sala para recepção,2,43,de 51 a 75%,de 51 a 75%,2023-04-05 05:36:36.109257
527,01363384000170,3185,de 51 a 75%,15,50,5,5,10,35,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não tem,Sede/Sala Alugada,"Predio antigo, foi reformado recentemente. Não possui espaço de eventos.",5,50,de 26 a 50%,de 51 a 75%,2023-04-05 05:36:36.123557
528,47857818000199,2462,Não possuem a informação,15,16,10,0,0,0,1,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,NÃO,Sim,Não,Não,Não,Sim,Não,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 20 PESSOAS, POSSUI SALA REUNIÃO PARA 20 PESSOAS, POSSUI SALA TREINAMENTO PARA 20 PESSOAS,",0,45,DE 26 A 50%,DE 26 A 50%,2023-04-05 05:36:36.139785
529,00819252000147,1802,Não possuem a informação,15,33,1,4,0,3,4,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 30 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",4,33,DE 26 A 50%,DE 26 A 50%,2023-04-05 05:36:36.151958
530,04265555000116,2865,de 0 a 25%,15,50,10,5,3,2,0,Indústria,Sim,de 1 a 3 vendedores,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,"Novo, conservado, sala de reuniões, não possui auditório, não possui espaço para eventos.",5,350,de 26 a 50%,até 25%,2023-04-05 05:36:36.163361
531,07389097000115,11312,de 26 a 50%,15,30,5,0,2,50,0,Agronegócio,Sim,acima de 7 vendedores,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não tem Sede (apenas estatuto),"PRÉDIO EM COMODATO COM A PREFEITURA MUNICIPAL DE GRAVATAL, ONDE TAMBÉM FUNCIONA A SECRETARIA DE TURISMO, INDUSTRIA E COMÉRCO DA CIDADE",0,40,de 51 a 75%,até 25%,2023-04-05 05:36:36.174735
532,90929753000179,2186,de 0 a 25%,15,51,4,0,,20,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"Prédio antigo mas, conservado, sala de aluguel para treinamento com capac. De 30 pessoas, auditório com cap. 286 pessoas,",0,120,até 25%,Não informado,2023-04-05 05:36:36.185537
533,46161956000176,2337,Não possuem a informação,15,165,5,0,0,10,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 70 PESSOAS, POSSUI SALA REUNIÃO PARA 70 PESSOAS, POSSUI SALA TREINAMENTO PARA 70 PESSOAS,",0,65,DE 26 A 50%,Não informado,2023-04-05 05:36:36.196558
534,15359508000158,1936,de 0 a 25%,16,32,2,1,0,7,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não tem,Sede Própria,"Auditório em forma de anfiteatro com: capacidade para 200 ocupantes, 2 camarins, 08 banheiros e piso superior com sala ampla para arquivo e 1 banheiro. O espaço de atendimento conta com: 1 sala de reuniões com capacidade para 18 ocupantes,1 sala atendimento certificado digital, 1 sala setor financeiro e administrativo, recepção ampla, copa, 1 almoxarifado e 1 sala arquivo, banheiro.",1,60,de 51 a 75%,de 76 a 100%,2023-04-05 05:36:36.208294
535,07348454000105,11218,de 26 a 50%,16,48,7,2,1,2,1,Comério e Serviço,Não,Não há vendedor.,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede/Sala Alugada,"Sala nova, conservada, pequena, sem auditório e sem espaço para eventos!",2,520,até 25%,de 76 a 100%,2023-04-05 05:36:36.219225
536,74139015000171,11322,de 0 a 25%,16,45,37,0,4,6,0,Indústria,Não,Não há vendedor.,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,Conservado,0,40,até 25%,até 25%,2023-04-05 05:36:36.229936
537,57268088000144,2187,Não possuem a informação,16,67,3,1,0,8,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede Própria,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, POSSUI SALA TREINAMENTO PARA 20 PESSOAS,",1,40,DE 26 A 50%,Não informado,2023-04-05 05:36:36.241467
538,89287676000111,1811,de 0 a 25%,16,10,1,5,2,0,0,Agronegócio,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede Própria,"Prédio incorporado de um clube que estava em situação falimentar, que necessita de fortes reformas, mas que hoje está numa pendência judicial, não podendo sofrer intervenção sem autorização judicial",5,100,até 25%,Não informado,2023-04-05 05:36:36.253035
539,02550478000110,11403,Não possuem a informação,16,68,2,8,0,0,2,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",8,35,DE 51 A 75%,DE 26 A 50%,2023-04-05 05:36:36.263359
540,27638499000113,11884,de 0 a 25%,17,108,0,0,0,69,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não tem,Sede/Sala Alugada,"Conservado, sala de reunião para 10 pessoas e não temos espaço para eventos",0,373,de 26 a 50%,de 76 a 100%,2023-04-05 05:36:36.273559
541,00895834000102,3274,de 0 a 25%,17,61,5,2,0,0,42,Agronegócio,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"Sede Própria, sendo prédio novo com salas de reunião, auditório e salas para eventos e treinamento.",2,100,de 26 a 50%,de 76 a 100%,2023-04-05 05:36:36.284158
542,63090419000100,2665,de 0 a 25%,17,56,3,3,0,0,1,Comério e Serviço,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Outros,Sede/Sala Alugada,sala única com banheiro interno,3,30,até 25%,de 51 a 75%,2023-04-05 05:36:36.294692
543,50840750000140,2103,Não possuem a informação,17,41,6,1,0,0,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",1,50,até 25%,de 76 a 100%,2023-04-05 05:36:36.304854
544,50784214000174,1822,Não possuem a informação,17,77,0,6,0,79,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 70 PESSOAS, POSSUI SALA REUNIÃO PARA 70 PESSOAS, POSSUI SALA TREINAMENTO PARA 70 PESSOAS,",6,68,DE 26 A 50%,Não informado,2023-04-05 05:36:36.316496
545,08614056000148,11501,Não possuem a informação,17,44,0,4,0,50,0,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 30 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",4,42,DE 51 A 75%,DE 26 A 50%,2023-04-05 05:36:36.327112
546,21178884000149,2215,de 0 a 25%,18,50,3,0,2,1,0,Comério e Serviço,Não,Não há vendedor.,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não tem,Sede/Sala Alugada,"PRÉDIO NOVO, SOMENTE ESCRITÓRIO, SEM SALA DE REUNIÕES NEM AUDITÓRIO",0,260,até 25%,de 51 a 75%,2023-04-05 05:36:36.351324
547,02280897000180,11578,de 26 a 50%,18,88,3,0,0,0,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não tem,Sede/Sala Alugada,"Sala única cedida pela prefeitura, dentro da Biblioteca Pública Municipal.",0,63,de 26 a 50%,de 51 a 75%,2023-04-05 05:36:36.36223
548,78491651000119,2434,de 0 a 25%,18,56,3,16,5,34,3,Agronegócio,Sim,de 1 a 3 vendedores,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,"prédio novo/conservado, local pequeno sem espaço pra reuniões e eventos.",16,80,até 25%,de 51 a 75%,2023-04-05 05:36:36.372696
549,14736938000189,2039,de 0 a 25%,19,13,0,0,3,3,0,Indústria,Sim,de 1 a 3 vendedores,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Outros,Sede Própria,"PRÉDIO CONSERVADO,1 SALA DE REUNIÃO,1 AUDITORIO.",0,83,de 76 a 100%,até 25%,2023-04-05 05:36:36.383837
550,91571836000100,2979,de 0 a 25%,19,26,2,0,1,1,2,Comério e Serviço,Não,Não há vendedor.,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede Própria,"prédio conservado,com salas utilizadas por outras entidades sem fins lucrativos",0,15,de 76 a 100%,Não informado,2023-04-05 05:36:36.394098
551,22937122000141,11174,de 0 a 25%,19,40,2,3,0,0,3,Agronegócio,Sim,de 1 a 3 vendedores,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Outros,Sede/Sala Alugada,Uma sala comercial,3,60,até 25%,de 76 a 100%,2023-04-05 05:36:36.423202
552,02570018000154,11013,de 26 a 50%,19,223,4,13,13,10,42,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não tem,Sede/Sala Alugada,"Conservado, sala de reunião e auditório.",13,500,de 51 a 75%,de 26 a 50%,2023-04-05 05:36:36.433833
553,45199387000195,2629,Não possuem a informação,19,147,2,0,0,0,43,Não possuem a informação,Sim,de 1 a 3 vendedores,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 40 PESSOAS, POSSUI SALA REUNIÃO PARA 15 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",0,45,até 25%,Não informado,2023-04-05 05:36:36.443668
554,72558455000138,11432,Não possuem a informação,19,252,22,3,0,21,4,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 120 PESSOAS, POSSUI SALA REUNIÃO PARA 25 PESSOAS, POSSUI SALA TREINAMENTO PARA 80 PESSOAS,",3,62,DE 26 A 50%,Não informado,2023-04-05 05:36:36.461114
555,50845965000153,11369,Não possuem a informação,19,100,1,0,0,15,2,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,NÃO,Sim,Não,Não,Não,Sim,Sim,Não tem,Não informado,"NÃO POSSUI AUDITORIO, POSSUI SALA REUNIÃO PARA 20 PESSOAS, POSSUI SALA TREINAMENTO PARA 20 PESSOAS,",0,40,DE 26 A 50%,DE 26 A 50%,2023-04-05 05:36:36.470999
556,01046591000109,11344,Não possuem a informação,19,160,4,1,0,9,0,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",1,35,até 25%,de 76 a 100%,2023-04-05 05:36:36.480903
557,00031211000191,10943,de 26 a 50%,20,54,2,1,15,8,20,Comério e Serviço,Não,Não há vendedor.,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Da Mulher,Sede Própria,"Predio Velho, em reforma, sala de reuniões, auditório, espaço para eventos",1,150,de 51 a 75%,até 25%,2023-04-05 05:36:36.490271
558,09394297000191,2270,de 0 a 25%,20,30,25,10,5,5,5,Indústria,Não,Não há vendedor.,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"Prédio recentemente reformado, com auditório, sala de reunião, sala da diretoria além da sala de recepção e atendimento, copa e banheiros, com amplo acesso.",10,100,até 25%,até 25%,2023-04-05 05:36:36.500642
