idcidade,nmcidade,idceplocal,iduf,idicms,idregiao,idtse,ibge,estrangeira
638,Ibitiguira,45378000,BA,,,,,false
639,Ibitira,46225000,BA,,,,,false
640,Ibititá,44960000,BA,,,,,false
641,Ibitunane,47480000,BA,,,,,false
642,Ibitupa,45298000,BA,,,,,false
643,Ibó,48685000,BA,,,,,false
644,Ibotirama,47520000,BA,,,,,false
645,Ichu,48725000,BA,,,,,false
646,Icó,44852000,BA,,,,,false
647,Igaporã,46490000,BA,,,,,false
648,Igará,48975000,BA,,,,,false
649,Igarité,47105000,BA,,,,,false
650,Igatu,46834000,BA,,,,,false
651,Igrapiúna,45443000,BA,,,,,false
652,Iguá,45105000,BA,,,,,false
653,Iguaí,45280000,BA,,,,,false
654,Iguaibi,45285000,BA,,,,,false
655,Iguatemi,46150000,BA,,,,,false
656,Iguira,47410000,BA,,,,,false
657,Iguitu,44975000,BA,,,,,false
658,Ilha de Maré,42500000,BA,,,,,false
659,Ilhéus,,BA,,,,,false
660,Indaí,44810000,BA,,,,,false
661,Inema,45669000,BA,,,,,false
662,Inhambupe,48490000,BA,,,,,false
663,Inhata,44235000,BA,,,,,false
664,Inhaúmas,47648000,BA,,,,,false
665,Inhobim,45110000,BA,,,,,false
666,Inúbia,46766000,BA,,,,,false
667,Ipecaetá,44680000,BA,,,,,false
668,Ipiaú,45570000,BA,,,,,false
669,Ipirá,44600000,BA,,,,,false
670,Ipiúna,45347000,BA,,,,,false
671,Ipucaba,47550000,BA,,,,,false
672,Ipupiara,47590000,BA,,,,,false
673,Irajuba,45370000,BA,,,,,false
674,Iramaia,46770000,BA,,,,,false
675,Iraporanga,46985000,BA,,,,,false
676,Iraquara,46980000,BA,,,,,false
677,Irará,44255000,BA,,,,,false
678,Irecê,44900000,BA,,,,,false
679,Irundiara,46315000,BA,,,,,false
680,Ita-Azul,45838000,BA,,,,,false
681,Itabela,45848000,BA,,,,,false
682,Itaberaba,46880000,BA,,,,,false
683,Itabuna,,BA,,,,,false
684,Itacaré,45530000,BA,,,,,false
685,Itacava,44253000,BA,,,,,false
686,Itachama,45303000,BA,,,,,false
687,Itacimirim,42823000,BA,,,,,false
688,Itaeté,46790000,BA,,,,,false
689,Itagi,45230000,BA,,,,,false
690,Itagibá,45585000,BA,,,,,false
691,Itagimirim,45850000,BA,,,,,false
692,Itaguaçu da Bahia,47440000,BA,,,,,false
693,Itaia,45723000,BA,,,,,false
694,Itaibó,45213000,BA,,,,,false
695,Itaipu,45116000,BA,,,,,false
696,Itaítu,44702000,BA,,,,,false
697,Itajaí,45275000,BA,,,,,false
698,Itaju do Colônia,45730000,BA,,,,,false
699,Itajubaquara,47460000,BA,,,,,false
700,Itajuípe,45630000,BA,,,,,false
701,Itajuru,45211000,BA,,,,,false
702,Itamaraju,45836000,BA,,,,,false
703,Itamari,45455000,BA,,,,,false
704,Itambé,45140000,BA,,,,,false
705,Itamira,48355000,BA,,,,,false
706,Itamotinga,48920000,BA,,,,,false
707,Itanagé,46143000,BA,,,,,false
708,Itanagra,48290000,BA,,,,,false
709,Itanhém,45970000,BA,,,,,false
710,Itanhi,48315000,BA,,,,,false
711,Itaparica,44460000,BA,,,,,false
712,Itapé,45750000,BA,,,,,false
713,Itapebi,45855000,BA,,,,,false
714,Itapeipu,44708000,BA,,,,,false
715,Itapetinga,45700000,BA,,,,,false
716,Itapicuru,48475000,BA,,,,,false
717,Itapirema,45117000,BA,,,,,false
718,Itapitanga,45645000,BA,,,,,false
719,Itapora,44343000,BA,,,,,false
720,Itapura,44727000,BA,,,,,false
721,Itaquara,45340000,BA,,,,,false
722,Itaquaraí,46103000,BA,,,,,false
723,Itarantim,45780000,BA,,,,,false
724,Itati,45714000,BA,,,,,false
725,Itatim,46875000,BA,,,,,false
726,Itatingui,45698000,BA,,,,,false
727,Itiruçu,45350000,BA,,,,,false
728,Itiúba,48850000,BA,,,,,false
729,Itororó,45710000,BA,,,,,false
730,Ituaçu,46640000,BA,,,,,false
731,Ituberá,45435000,BA,,,,,false
732,Itupeva,45968000,BA,,,,,false
733,Iuiu,46438000,BA,,,,,false
734,Jaborandi,47655000,BA,,,,,false
735,Jacaraci,46310000,BA,,,,,false
736,Jacobina,44700000,BA,,,,,false
737,Jacu,44273000,BA,,,,,false
738,Jacuípe,43870000,BA,,,,,false
739,Jacuruna,44484000,BA,,,,,false
740,Jaguaquara,45345000,BA,,,,,false
741,Jaguara,44125000,BA,,,,,false
742,Jaguarari,48960000,BA,,,,,false
743,Jaguaripe,44480000,BA,,,,,false
744,Jaíba,44115000,BA,,,,,false
745,Jandaíra,48310000,BA,,,,,false
746,Japomirim,45588000,BA,,,,,false
747,Japu,45665000,BA,,,,,false
748,Jaua,42843000,BA,,,,,false
749,Jequié,,BA,,,,,false
750,Jiquiriçá,45470000,BA,,,,,false
751,Jeremoabo,48540000,BA,,,,,false
752,Jiribatuba,44475000,BA,,,,,false
753,Jitaúna,45225000,BA,,,,,false
754,João Amaro,46865000,BA,,,,,false
755,João Correia,46755000,BA,,,,,false
756,João Dourado,44920000,BA,,,,,false
757,José Gonçalves,45115000,BA,,,,,false
758,Juacema,48965000,BA,,,,,false
759,Juazeiro,,BA,,,,,false
760,Jucuruçu,45834000,BA,,,,,false
761,Alcobaça,45910000,BA,,,,,false
762,Junco,48910000,BA,,,,,false
763,Jupaguá,47920000,BA,,,,,false
764,Juraci,46785000,BA,,,,,false
765,Juremal,48915000,BA,,,,,false
766,Jussara,44925000,BA,,,,,false
767,Jussari,45610000,BA,,,,,false
768,Jussiape,46670000,BA,,,,,false
769,Km Sete,44133000,BA,,,,,false
770,Lafaiete Coutinho,45215000,BA,,,,,false
771,Lagoa Clara,46520000,BA,,,,,false
772,Lagoa de Melquíades,45114000,BA,,,,,false
773,Lagoa do Boi,44898000,BA,,,,,false
774,Lagoa Grande,45158000,BA,,,,,false
776,Lagoa José Luís,45113000,BA,,,,,false
777,Lagoa Preta,45175000,BA,,,,,false
778,Lagoa Real,46425000,BA,,,,,false
779,Laje,45490000,BA,,,,,false
780,Laje do Banco,45676000,BA,,,,,false
781,Lajedão,45950000,BA,,,,,false
782,Lajedinho,46825000,BA,,,,,false
783,Lajedo Alto,46868000,BA,,,,,false
784,Lajedo do Tabocal,45365000,BA,,,,,false
785,Lamarão,48720000,BA,,,,,false
786,Lamarão do Passe,43855000,BA,,,,,false
787,Lapão,44905000,BA,,,,,false
788,Largo,44835000,BA,,,,,false
789,Lauro de Freitas,42700000,BA,,,,,false
790,Lençóis,46960000,BA,,,,,false
791,Licínio de Almeida,46330000,BA,,,,,false
792,Limoeiro do Bom Viver,44137000,BA,,,,,false
793,Livramento de Nossa Senhora,46140000,BA,,,,,false
794,Lucaia,45195000,BA,,,,,false
795,Luís Viana,47340000,BA,,,,,false
796,Lustosa,44283000,BA,,,,,false
797,Macajuba,46805000,BA,,,,,false
798,Macarani,45760000,BA,,,,,false
799,Macaúbas,46500000,BA,,,,,false
800,Macururé,48650000,BA,,,,,false
801,Madre de Deus,42600000,BA,,,,,false
802,Maetinga,46255000,BA,,,,,false
803,Maiquinique,45770000,BA,,,,,false
804,Mairi,44630000,BA,,,,,false
805,Malhada,46440000,BA,,,,,false
806,Malhada de Pedras,46110000,BA,,,,,false
807,Mandiroba,46455000,BA,,,,,false
808,Mangue Seco,48325000,BA,,,,,false
809,Maniaçu,46410000,BA,,,,,false
810,Manoel Vitorino,45240000,BA,,,,,false
811,Mansidão,47160000,BA,,,,,false
812,Mantiba,44117000,BA,,,,,false
813,Mar Grande,44473000,BA,,,,,false
814,Maracás,45360000,BA,,,,,false
815,Maragogipe,44420000,BA,,,,,false
816,Maragogipinho,44495000,BA,,,,,false
817,Maraú,45520000,BA,,,,,false
818,Marcionílio Souza,46780000,BA,,,,,false
819,Marcolino Moura,46175000,BA,,,,,false
820,Maria Quitéria,44110000,BA,,,,,false
821,Maricoabo,45412000,BA,,,,,false
822,Mariquita,47770000,BA,,,,,false
823,Mascote,45870000,BA,,,,,false
824,Massacara,48510000,BA,,,,,false
825,Massaroca,48918000,BA,,,,,false
826,Mata da Aliança,44240000,BA,,,,,false
827,Mata de São João,48280000,BA,,,,,false
828,Mataripe,43970000,BA,,,,,false
829,Matina,46480000,BA,,,,,false
830,Matinha,44118000,BA,,,,,false
831,Medeiros Neto,45960000,BA,,,,,false
832,Miguel Calmon,44720000,BA,,,,,false
833,Milagres,45315000,BA,,,,,false
834,Luís Eduardo Magalhães,47850000,BA,,,,,false
835,Minas do Espírito Santo,44995000,BA,,,,,false
836,Minas do Mimoso,47375000,BA,,,,,false
837,Mirandela,48409000,BA,,,,,false
838,Miranga,48126000,BA,,,,,false
839,Mirangaba,44745000,BA,,,,,false
840,Mirante,45255000,BA,,,,,false
841,Mocambo,46720000,BA,,,,,false
842,Mogiquiçaba,45803000,BA,,,,,false
843,Monte Cruzeiro,45306000,BA,,,,,false
844,Monte Gordo,42820000,BA,,,,,false
845,Monte Recôncavo,43980000,BA,,,,,false
846,Monte Santo,48800000,BA,,,,,false
847,Morpará,47580000,BA,,,,,false
848,Morrinhos,44127000,BA,,,,,false
849,Morro das Flores,46802000,BA,,,,,false
850,Morro de São Paulo,45428000,BA,,,,,false
851,Morro do Chapéu,44850000,BA,,,,,false
852,Mortugaba,46290000,BA,,,,,false
853,Mucugê,46750000,BA,,,,,false
854,Mucuri,45930000,BA,,,,,false
855,Mulungu do Morro,44885000,BA,,,,,false
856,Mundo Novo,44800000,BA,,,,,false
857,Muniz Ferreira,44575000,BA,,,,,false
858,Muquém de São Francisco,47115000,BA,,,,,false
859,Muritiba,44340000,BA,,,,,false
860,Mutas,46436000,BA,,,,,false
861,Mutuípe,45480000,BA,,,,,false
862,Nage,44432000,BA,,,,,false
863,Narandiba,48107000,BA,,,,,false
864,Nazaré,44400000,BA,,,,,false
865,Nilo Peçanha,45440000,BA,,,,,false
866,Nordestina,48870000,BA,,,,,false
867,Nova Alegria,45838500,BA,,,,,false
868,Nova Brasília,45156000,BA,,,,,false
869,Nova Canaã,45270000,BA,,,,,false
870,Nova Fátima,44642000,BA,,,,,false
871,Nova Ibiá,45452000,BA,,,,,false
872,Nova Itaipê,45380000,BA,,,,,false
873,Nova Itarana,45390000,BA,,,,,false
874,Nova Lídice,45965000,BA,,,,,false
875,Nova Redenção,46835000,BA,,,,,false
876,Nova Soure,48460000,BA,,,,,false
877,Nova Viçosa,45920000,BA,,,,,false
878,Novo Acre,46775000,BA,,,,,false
879,Novo Horizonte,46730000,BA,,,,,false
880,Novo Triunfo,48455000,BA,,,,,false
881,Núcleo Residencial Pilar,48967000,BA,,,,,false
882,Nuguaçu,44747000,BA,,,,,false
883,"Olhos D'Água do Seco",46715000,BA,,,,,false
884,"Olhos D'Água do Serafim",46735000,BA,,,,,false
885,Olindina,48470000,BA,,,,,false
886,Oliveira dos Brejinhos,47530000,BA,,,,,false
887,Olivença,45668000,BA,,,,,false
888,Onha,44578000,BA,,,,,false
889,Oriente Novo,45210000,BA,,,,,false
890,Ouricana,45863000,BA,,,,,false
891,Ouriçangas,48150000,BA,,,,,false
892,Ouricuri do Ouro,47565000,BA,,,,,false
893,Ourolândia,44718000,BA,,,,,false
894,Outeiro Redondo,44365000,BA,,,,,false
895,Paiol,46320000,BA,,,,,false
896,Pajeú do Vento,46402000,BA,,,,,false
897,Palame,48380000,BA,,,,,false
898,Palmas de Monte Alto,46460000,BA,,,,,false
899,Palmeiras,46930000,BA,,,,,false
900,Parafuso,42849000,BA,,,,,false
901,Paramirim,46190000,BA,,,,,false
902,Parateca,46443000,BA,,,,,false
903,Paratinga,47500000,BA,,,,,false
904,Paripiranga,48430000,BA,,,,,false
905,Pataíba,48175000,BA,,,,,false
906,Patamuté,48945000,BA,,,,,false
907,Pau a Pique,47320000,BA,,,,,false
908,Pau Brasil,45890000,BA,,,,,false
909,Paulo Afonso,,BA,,,,,false
910,Pé de Serra,44655000,BA,,,,,false
911,Pedrão,48140000,BA,,,,,false
912,Pedras Altas do Mirim,44697000,BA,,,,,false
913,Pedro Alexandre,48580000,BA,,,,,false
914,Peixe,47230000,BA,,,,,false
915,Petim,44510000,BA,,,,,false
916,Piabanha,45525000,BA,,,,,false
917,Piatã,46765000,BA,,,,,false
918,Piçarrão,47360000,BA,,,,,false
919,Pilão Arcado,47240000,BA,,,,,false
920,Pimenteira,45672000,BA,,,,,false
921,Pindaí,46360000,BA,,,,,false
922,Pindobaçu,44770000,BA,,,,,false
923,Pinhões,48924000,BA,,,,,false
924,Pintadas,44610000,BA,,,,,false
925,Piragi,45837500,BA,,,,,false
926,Piraí do Norte,45436000,BA,,,,,false
927,Pirajá,45837000,BA,,,,,false
928,Pirajuia,44486000,BA,,,,,false
929,Piri,47355000,BA,,,,,false
930,Piripá,46270000,BA,,,,,false
931,Piritiba,44830000,BA,,,,,false
932,Pituba,47454000,BA,,,,,false
933,Planaltino,45375000,BA,,,,,false
934,Planalto,45190000,BA,,,,,false
935,Poço Central,45678000,BA,,,,,false
936,Poço de Fora,48940000,BA,,,,,false
937,Poções,45260000,BA,,,,,false
938,Poços,47210000,BA,,,,,false
939,Pojuca,48120000,BA,,,,,false
940,Polo Petroquímico de Camaçari,,BA,,,,,false
941,Ponta da Areia,45905000,BA,,,,,false
942,Ponto Novo,44755000,BA,,,,,false
943,Porto Novo,47710000,BA,,,,,false
944,Porto Seguro,45810000,BA,,,,,false
945,Posto da Mata,45928000,BA,,,,,false
946,Potiraguá,45790000,BA,,,,,false
947,Poxim do Sul,45862000,BA,,,,,false
948,Prado,45980000,BA,,,,,false
949,Presidente Dutra,44930000,BA,,,,,false
950,Presidente Jânio Quadros,46250000,BA,,,,,false
951,Presidente Tancredo Neves,45416000,BA,,,,,false
952,Prevenido,44912000,BA,,,,,false
953,Quaraçu,45159000,BA,,,,,false
954,Queimadas,48860000,BA,,,,,false
955,Quijingue,48830000,BA,,,,,false
956,Quixabá,47585000,BA,,,,,false
957,Quixabeira,44713000,BA,,,,,false
958,Rafael Jambeiro,44520000,BA,,,,,false
959,Recife,44927000,BA,,,,,false
960,Remanso,47200000,BA,,,,,false
961,Remédios,46738000,BA,,,,,false
962,Retirolândia,48750000,BA,,,,,false
963,Riachão das Neves,47970000,BA,,,,,false
964,Riachão do Jacuípe,44640000,BA,,,,,false
965,Riachão do Utinga,46815000,BA,,,,,false
966,Riacho da Guia,48105000,BA,,,,,false
967,Riacho de Santana,46470000,BA,,,,,false
968,Riacho Seco,48933000,BA,,,,,false
969,Ribeira do Amparo,48440000,BA,,,,,false
970,Ribeira do Pombal,48400000,BA,,,,,false
971,Ribeirão do Largo,45155000,BA,,,,,false
972,Ribeirão do Salto,45785000,BA,,,,,false
973,Rio da Dona,44548000,BA,,,,,false
974,Rio de Contas,46170000,BA,,,,,false
975,Rio do Antônio,46220000,BA,,,,,false
976,Banco do Pedro,45666000,BA,,,,,false
977,Rio do Meio,45712000,BA,,,,,false
978,Rio do Pires,46550000,BA,,,,,false
979,Rio Fundo,44275000,BA,,,,,false
980,Rio Real,48330000,BA,,,,,false
981,Rodelas,48630000,BA,,,,,false
982,Ruy Barbosa,46800000,BA,,,,,false
983,Saldanha,47250000,BA,,,,,false
984,Salgadália,48740000,BA,,,,,false
985,Salinas da Margarida,44450000,BA,,,,,false
986,Salobrinho,45662000,BA,,,,,false
987,Salobro,44892000,BA,,,,,false
988,Salvador,,BA,,,,,false
989,Sambaíba,48476000,BA,,,,,false
990,Santa Bárbara,44150000,BA,,,,,false
991,Santa Brígida,48570000,BA,,,,,false
992,Santa Cruz Cabrália,45807000,BA,,,,,false
993,Santa Cruz da Vitória,45725000,BA,,,,,false
994,Santa Inês,45320000,BA,,,,,false
995,Santa Luzia,45865000,BA,,,,,false
996,Santa Maria da Vitória,47640000,BA,,,,,false
997,Santa Rita de Cássia,47150000,BA,,,,,false
998,Santa Teresinha,44590000,BA,,,,,false
999,Santaluz,48880000,BA,,,,,false
1000,Santana,47700000,BA,,,,,false
1001,Santana do Sobrado,47310000,BA,,,,,false
1002,Santanópolis,44260000,BA,,,,,false
1003,Santiago do Iguapé,44310000,BA,,,,,false
1004,Santo Amaro,44200000,BA,,,,,false
1005,Santo Antônio de Barcelona,45915000,BA,,,,,false
1006,Santo Antônio de Jesus,,BA,,,,,false
1007,Santo Estêvão,44190000,BA,,,,,false
1008,Santo Inácio,47490000,BA,,,,,false
1009,São Desidério,47820000,BA,,,,,false
1010,São Domingos,48895000,BA,,,,,false
1011,São Felipe,44550000,BA,,,,,false
1012,São Félix,44360000,BA,,,,,false
1013,São Félix do Coribe,47665000,BA,,,,,false
1014,São Francisco do Conde,43900000,BA,,,,,false
1015,São Gabriel,44915000,BA,,,,,false
1016,São Gonçalo dos Campos,44330000,BA,,,,,false
1017,São João da Fortaleza,48413000,BA,,,,,false
1018,São João da Vitória,45111000,BA,,,,,false
1019,São José da Vitória,45620000,BA,,,,,false
1020,São José do Colônia,45142000,BA,,,,,false
1021,São José do Jacuípe,44698000,BA,,,,,false
1022,São José do Prado,45958000,BA,,,,,false
1023,São José do Rio Grande,47975000,BA,,,,,false
1024,São Miguel das Matas,44580000,BA,,,,,false
1025,São Paulinho,45839000,BA,,,,,false
1026,São Roque do Paraguaçu,44428000,BA,,,,,false
1027,São Sebastião do Passé,43850000,BA,,,,,false
1028,São Timóteo,46145000,BA,,,,,false
1029,Sapeaçu,44530000,BA,,,,,false
1030,Sátiro Dias,48485000,BA,,,,,false
1031,Saubara,44220000,BA,,,,,false
1032,Saudável,47570000,BA,,,,,false
1033,Saúde,44740000,BA,,,,,false
1034,Seabra,46900000,BA,,,,,false
1035,Sebastião Laranjeiras,46450000,BA,,,,,false
1036,Senhor do Bonfim,48970000,BA,,,,,false
1037,Sento Sé,47350000,BA,,,,,false
1038,Sergi,44335000,BA,,,,,false
1039,Serra da Canabrava,48953000,BA,,,,,false
1040,Serra do Ramalho,47630000,BA,,,,,false
1041,Serra Dourada,47740000,BA,,,,,false
1042,Serra Grande,48414000,BA,,,,,false
1044,Serra Preta,44660000,BA,,,,,false
1045,Serrinha,48700000,BA,,,,,false
1046,Serrolândia,44710000,BA,,,,,false
1047,Simões Filho,43700000,BA,,,,,false
1048,Sítio da Baraúna,48993000,BA,,,,,false
1049,Sítio do Mato,47610000,BA,,,,,false
1050,Sítio do Meio,44508000,BA,,,,,false
1051,Sítio do Quinto,48565000,BA,,,,,false
1052,Sítio Grande,47825000,BA,,,,,false
1053,Sítio Novo,48115000,BA,,,,,false
1054,Soares,44913000,BA,,,,,false
1055,Sobradinho,48925000,BA,,,,,false
1056,Souto Soares,46990000,BA,,,,,false
1057,Subaúma,48190000,BA,,,,,false
1058,Sussuarana,46605000,BA,,,,,false
1059,Tabocas do Brejo Velho,47760000,BA,,,,,false
1060,Taboleiro do Castro,44568000,BA,,,,,false
1061,Taboquinhas,45534000,BA,,,,,false
1062,Taguá,47930000,BA,,,,,false
1063,Tamburil,44862000,BA,,,,,false
1064,Tanhaçu,46600000,BA,,,,,false
1065,Tanque Novo,46580000,BA,,,,,false
1066,Tanquinho,44160000,BA,,,,,false
1067,Tanquinho do Poço,48994000,BA,,,,,false
1068,Taperoá,45430000,BA,,,,,false
1069,Tapiraípe,46804000,BA,,,,,false
1070,Tapirama,45543000,BA,,,,,false
1071,Tapiramutá,44840000,BA,,,,,false
1072,Tapiranga,44723000,BA,,,,,false
1073,Tapúia,45449000,BA,,,,,false
1074,Taquarendi,44748000,BA,,,,,false
1075,Taquarinha,45935000,BA,,,,,false
1076,Tartaruga,45318000,BA,,,,,false
1077,Tauapé,46335000,BA,,,,,false
1079,Teodoro Sampaio,44280000,BA,,,,,false
1080,Teofilândia,48770000,BA,,,,,false
1081,Teolândia,45465000,BA,,,,,false
1082,Terra Nova,44270000,BA,,,,,false
1083,Tijuaçú,48980000,BA,,,,,false
1084,Tiquaruçu,44140000,BA,,,,,false
1085,Tremedal,45170000,BA,,,,,false
1086,Triunfo do Sincorá,46660000,BA,,,,,false
1087,Tucano,48790000,BA,,,,,false
1088,Uauá,48950000,BA,,,,,false
1089,Ubaíra,45310000,BA,,,,,false
1090,Ubaitaba,45545000,BA,,,,,false
1091,Ubatã,45550000,BA,,,,,false
1092,Ubiracaba,46105000,BA,,,,,false
1093,Ubiraitá,46833000,BA,,,,,false
1094,Uibaí,44950000,BA,,,,,false
1095,Umburanas,44798000,BA,,,,,false
1096,Umbuzeiro,48474000,BA,,,,,false
1097,Una,45690000,BA,,,,,false
1098,Urandi,46350000,BA,,,,,false
1099,Uruçuca,45680000,BA,,,,,false
1100,Utinga,46810000,BA,,,,,false
1101,Vale Verde,45817000,BA,,,,,false
1102,Valença,45400000,BA,,,,,false
1103,Valente,48890000,BA,,,,,false
1104,Várzea da Roça,44635000,BA,,,,,false
1105,Várzea do Caldas,46910000,BA,,,,,false
1106,Várzea do Cerco,44888000,BA,,,,,false
1107,Várzea do Poço,44715000,BA,,,,,false
1108,Várzea Nova,44690000,BA,,,,,false
1109,Várzeas,47840000,BA,,,,,false
1110,Varzedo,44565000,BA,,,,,false
1111,Velha Boipeba,45426000,BA,,,,,false
1112,Ventura,44875000,BA,,,,,false
1113,Vera Cruz,44470000,BA,,,,,false
1114,Vereda,45955000,BA,,,,,false
1115,Vila do Café,45153000,BA,,,,,false
1116,Vitória da Conquista,,BA,,,,,false
1117,Volta Grande,44845000,BA,,,,,false
1118,Wagner,46970000,BA,,,,,false
1119,Wanderley,47940000,BA,,,,,false
1120,Wenceslau Guimarães,45460000,BA,,,,,false
1121,Xique-Xique,47400000,BA,,,,,false
1122,Abaiara,63240000,CE,,,,,false
1123,Abílio Martins,62252000,CE,,,,,false
1124,Acarape,62785000,CE,,,,,false
1125,Acaraú,62580000,CE,,,,,false
1126,Acopiara,63560000,CE,,,,,false
1127,Adrianópolis,62435000,CE,,,,,false
1128,Água Verde,61895000,CE,,,,,false
1129,Aguaí,62602000,CE,,,,,false
1130,Aiuá,62143000,CE,,,,,false
1131,Aiuaba,63575000,CE,,,,,false
1132,Alagoinha,63174000,CE,,,,,false
1134,Alcântaras,62120000,CE,,,,,false
1135,Algodões,63655000,CE,,,,,false
1136,Almofala,62592000,CE,,,,,false
1137,Altaneira,63195000,CE,,,,,false
1138,Alto Santo,62970000,CE,,,,,false
1139,Amanaiara,62263000,CE,,,,,false
1140,Amanari,61965000,CE,,,,,false
1141,Amaniutuba,63306000,CE,,,,,false
1142,Amarelas,62405000,CE,,,,,false
1143,Amaro,63144000,CE,,,,,false
1144,América,62240000,CE,,,,,false
1145,Amontada,62540000,CE,,,,,false
1146,Anauá,63217000,CE,,,,,false
1147,Horizonte,62882000,CE,,,,,false
1148,Anjinhos,63193000,CE,,,,,false
1149,Antonina do Norte,63570000,CE,,,,,false
1150,Antônio Bezerra,,CE,,,,,false
1151,Antônio Diogo,62791000,CE,,,,,false
1152,Antônio Marques,61990000,CE,,,,,false
1153,Aprazível,62114000,CE,,,,,false
1154,Apuiarés,62630000,CE,,,,,false
1155,Aquinópolis,63479000,CE,,,,,false
1156,Aquiraz,61700000,CE,,,,,false
1157,Araçás,62682000,CE,,,,,false
1158,Aracati,62800000,CE,,,,,false
1159,Aracatiaçu,62111000,CE,,,,,false
1160,Aracatiara,62548000,CE,,,,,false
1161,Aracoiaba,62750000,CE,,,,,false
1162,Arajara,63183000,CE,,,,,false
1163,Aranaú,62585000,CE,,,,,false
1164,Arapá,62328000,CE,,,,,false
1165,Itapipoca,62508000,CE,,,,,false
1166,Araporanga,63194000,CE,,,,,false
1167,Araquém,62165000,CE,,,,,false
1168,Ararendá,62210000,CE,,,,,false
1169,Araripe,63170000,CE,,,,,false
1170,Arariús,62186000,CE,,,,,false
1171,Aratama,63143000,CE,,,,,false
1172,Araticum,62352000,CE,,,,,false
1173,Aratuba,62762000,CE,,,,,false
1174,Areial,62290000,CE,,,,,false
1175,Ariscos dos Marianos,62759000,CE,,,,,false
1176,Arneiroz,63670000,CE,,,,,false
1177,Aroeiras,62163000,CE,,,,,false
1178,Arrojado,63305000,CE,,,,,false
1179,Aruaru,62951000,CE,,,,,false
1180,Assaré,63140000,CE,,,,,false
1181,Assunção,62505000,CE,,,,,false
1183,Aurora,63360000,CE,,,,,false
1184,Baixa Grande,62605000,CE,,,,,false
1185,Baixio,63320000,CE,,,,,false
1186,Baixio da Donana,63582000,CE,,,,,false
1187,Banabuiú,63960000,CE,,,,,false
1188,Bandeira,62723000,CE,,,,,false
1189,Barão de Aquiraz,63153000,CE,,,,,false
1190,Barbalha,63180000,CE,,,,,false
1191,Barra,63578000,CE,,,,,false
1194,Barra do Sotero,62393000,CE,,,,,false
1195,Barra Nova,63667000,CE,,,,,false
1196,Barreira,62795000,CE,,,,,false
1197,Barreira dos Vianas,62802000,CE,,,,,false
1198,Barreiras,63508000,CE,,,,,false
1199,Barreiros,63785000,CE,,,,,false
1202,Barrento,62515000,CE,,,,,false
1203,Barro,63380000,CE,,,,,false
1204,Barro Alto,63509000,CE,,,,,false
1205,Barroquinha,62410000,CE,,,,,false
1206,Baturité,62760000,CE,,,,,false
1207,Baú,63512000,CE,,,,,false
1208,Beberibe,62840000,CE,,,,,false
1209,Bela Cruz,62570000,CE,,,,,false
1210,Bela Vista,62510000,CE,,,,,false
