idprojeto,identidadeprop,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao,tipo_vinculo
1113,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1313,11763,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1094,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
133,11774,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1138,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1316,10914,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1163,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1164,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1168,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2017,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1089,1790,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1213,11763,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1181,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1409,3071,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2015,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2014,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1495,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1496,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1497,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1498,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1499,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1500,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1501,2198,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1188,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1102,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1086,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1042,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
92,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1023,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1064,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1171,11779,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1082,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2040,11612,2023-02-17 17:25:15,nmabeck,2023-02-17 17:25:15,nmabeck,1
2040,11612,2023-02-17 17:25:15,nmabeck,2023-02-17 17:25:15,nmabeck,4
2040,11788,2023-02-17 17:25:15,nmabeck,2023-02-17 17:25:15,nmabeck,3
2040,11793,2023-02-17 17:25:15,nmabeck,2023-02-17 17:25:15,nmabeck,2
2040,11612,2023-02-17 17:25:15,nmabeck,2023-02-17 17:25:15,nmabeck,2
2035,11612,2023-02-17 17:53:25,nmabeck,2023-02-17 17:53:25,nmabeck,1
2035,11612,2023-02-17 17:53:25,nmabeck,2023-02-17 17:53:25,nmabeck,4
2035,11788,2023-02-17 17:53:25,nmabeck,2023-02-17 17:53:25,nmabeck,3
2035,11793,2023-02-17 17:53:25,nmabeck,2023-02-17 17:53:25,nmabeck,2
2035,11612,2023-02-17 17:53:25,nmabeck,2023-02-17 17:53:25,nmabeck,2
1240,11612,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1035,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2019,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1155,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2006,11793,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1081,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2000,11788,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2011,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2022,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
101,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1011,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1012,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1066,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
21,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1045,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1046,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1116,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1026,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1154,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1027,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2023,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1112,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2016,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2013,11795,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
19,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
23,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1150,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
86,11794,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1037,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1048,11786,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2024,11789,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2009,2761,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
1054,3497,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
2025,11787,2022-02-18 23:59:45,sistema,2022-02-18 23:59:45,sistema,1
