idramoativ,nmramoativ
8514600,ATIV SERV COMPL DIAGNOSTICA TERAPEUTICA
8514601,ATIV LAB ANATOMIA PATOLOGICA/CITOLOGICA
8514602,ATIV LAB DE ANALISES CLINICAS
8514603,SERVICOS DE DIALISE
8514604,"SERV RAIO-X,RADIODIAGNOST E RADIOTERAPIA"
8514605,SERVICOS DE QUIMIOTERAPIA
8514606,SERVICOS DE BANCO DE SANGUE
8514607,COM VAREJ ARTIGOS P LABORATORIO
8514608,COM ATACADISTA ARTIGOS P LABORATORIO
8514699,OUTRAS ATIV SERV COMPLEM DIAG TERAPEUT
8515201,ATIVIDADES DE TERAPIAS ALTERNATIVAS
8515400,ATIVIDADES SERV PROF DA AREA DA SAUDE
8515401,SERVICOS DE ENFERMAGEM
8515402,SERVICOS DE NUTRICAO
8515403,SERVICOS DE PSICOLOGIA
8515404,SERVICOS DE HIDROTERAPIA
8515405,SERVICOS DE FONOAUDIOLOGIA
8515499,OUTRAS ATIV SERV PROF DA AREA DA SAUDE
8516200,OUTRAS ATIV RELAC COM ATENCAO A SAUDE
8516201,ATIVIDADES DE TERAPIAS ALTERNATIVAS
8516202,SERVICOS DE ACUPUNTURA
8516204,SERVICOS DE BANCO DE LEITE MATERNO
8516205,SERVICOS DE BANCO DE ESPERMA
8516206,SERVICOS DE BANCO DE ORGAOS
8516207,SERVICOS DE REMOCOES
8516299,OUTRAS ATIV RELACIONADAS ATENCAO A SAUDE
8516300,OUTRAS ATIV RELACIONADAS SAUDE ESTETICA
8520000,SERVICOS VETERINARIOS
8520001,ATIV TRAT ANIMAL TOSA VACINAS IMUNIZACAO
8520002,ATIVIDADES DE PET SHOP
8531600,SERVICOS SOCIAIS COM ALOJAMENTO
8531601,ASILOS
8531602,ORFANATOS
8531603,ALBERGUES ASSISTENCIAIS
8531604,CENTROS DE REABILIT DEPENDENTES QUIMICOS
8531699,OUTROS SERVICOS SOCIAIS COM ALOJAMENTO
8532400,SERVICOS SOCIAIS SEM ALOJAMENTO
8532401,CRECHES
8532402,CENTRO REABILIT DEPENDENTE S/ALOJAMENTO
8532403,SERVICOS COMUNITARIOS SOCIAIS
8532499,OUTROS SERVICOS SOCIAIS SEM ALOJAMENTO
8993403,ENSINO A DISTANCIA
9000000,LIMPEZA URBANA E ESGOTO ATIVID CONEXAS
90000003,GESTAO DE REDES DE ESGOTO
9000001,LIMPEZA URBANA-EXC GESTAO DE ATERROS SAN
9000002,GESTAO DE ATERROS SANITARIOS
9000003,GESTAO DE REDES DE ESGOTO
9000004,DRENAGEM ATERRO HIDRAULICO
9000006,LIMPEZA PUBLICA REMOCAO BENEFIC DO LIXO
9000099,ATIVIDADES REL A LIMPEZA URBANA E ESGOTO
9111100,ATIV ORGANIZACOES EMPRESARIAIS PATRONAIS
9112000,ATIVIDADES DE ORGANIZACOES PROFISSIONAIS
9120000,ATIVID DE ORGANIZACOES SINDICAIS
9191000,ATIVIDADES DE ORGANIZACOES RELIGIOSAS
9191001,INSTITUICOES RELIGIOSAS
9192800,ATIVIDADES DE ORGANIZACOES POLITICAS
9199500,OUTRAS ATIV ASSOCIATIVAS N ESPECIF ANT
9199503,ENTIDADE SOCIAL
9211800,PROD FILMES CINEMATOGRAFICOS FITAS VIDEO
9211801,ESTUDIOS CINEMATOGRAFICOS
9211802,ATIV PROD FILMES FITAS VIDEO EXC EST CIN
9211803,SERVICOS DE DUBLAGEM E MIXAGEM SONORA
9211804,ESTUDIOS DE GRAVACAO DE SOM
9211899,OUTRAS ATIV REL PROD FILMES E FITA VIDEO
9212600,DISTRIBUICAO DE FILMES E VIDEO
9212605,DISTRIBUICAO DE JORNAIS REVISTAS MALOTES
9212665,DISTRIBUICAO PANFLETOS CARTAZES
9213400,PROJECAO DE FILMES E DE VIDEOS
9221500,ATIVIDADES DE RADIO
9222300,ATIVIDADES DE TELEVISAO
9222301,ATIVIDADES DE TELEVISAO ABERTA
9222302,ATIVIDADES DE TELEVISAO POR ASSINATURA
9231200,ATIV TEATRO MUS OUTRAS ATIV ARTIST LITER
9231201,COMPANHIAS DE TEATRO
9231202,"OUTRAS COMPANHIAS ARTISTICAS,EXC TEATRO"
9231203,PROD ORG PROM ESPETACULOS ARTIST EVENTOS
9231204,RESTAURAÇÃO DE OBRAS DE ARTE
9231205,GESTAO DIREITOS OBRAS ARTIST LIT MUSIC
9231206,SERVICOS ORG FEIRAS EVENTOS EXPOSICOES
9231207,SERVICOS DE DIVULGACAO E PROMOCAO
9231299,OUTROS SERV ESP LIGADOS AS ATIV ARTIST
9232000,CESTAO DE SALAS DE ESPETACULOS
9232001,EXPLORACAO DE SALAS DE ESPETACULOS
9232002,AGÊNC VENDAS INGRESSOS P/SALAS ESPETAC
9232003,ESTUDIOS DE GRAVACAO DE SOM
9232004,SERV SONORIZ OUT ATIV LIG SALAS ESPETAC
9232005,CESTAS PARA OCASIOES FLORES CHOCOLATES
9239800,OUTRAS ATIV ESPETACULOS NAO ESP ANTERIOR
9239801,"PROD ESPETAC CIRCENCE,MARIONETES SIMILAR"
9239802,"PROD ESPETAC RODEIOS,VAQUEJADAS SIMILAR"
9239803,ACADEMIAS DE DANÇA
9239804,"DISCOTECAS,DANCETERIAS E SIMILARES"
9239899,"OUT ATIV ESPETACULOS,N ESP ANTERIORMENTE"
9240100,ATIVIDADES DE AGENCIAS DE NOTICIAS
9251700,ATIVIDADES DE BIBLIOTECAS E ARQUIVOS
9252500,ATIVID MUSEUS CONSERV PATRIMONIO HISTOR
9252501,GESTAO DE MUSEUS
9252502,CONSERVACAO LUGARES EDIF HISTORICOS
9253300,ATIVIDADES JARDINS BOTANICOS ZOOLOGICOS
9261400,ATIVIDADES DESPORTIVAS
9261401,"CLUBES SOCIAIS, DESPORTIVOS E SIMILARES"
9261402,ORG E EXPLORACAO DE ATIV DESPORTIVAS
9261403,GESTAO DE INSTALACOES DESPORTIVAS
9261404,ENSINO DE ESPORTES
9261405,ACADEMIAS DE GINÁSTICA
9261406,ATIVIDADES LIGADAS A CORRIDA DE CAVALOS
9261499,OUTRAS ATIVIDADES DESPORTIVAS
9262200,OUTRAS ATIVIDADES RELACIONADAS AO LAZER
9262201,EXPLORACAO DE BINGOS
9262202,ATIV CONCESSION VENDA BILHETES LOTERIAS
9262203,ATIVIDADES DE SORTEIO VIA TELEFONE
9262204,EXPLORACAO DE OUTROS JOGOS DE AZAR
9262205,EXPLORACAO DE BOLICHE
9262206,EXPLORACAO FLIPERAMAS JOGOS ELETRONICOS
9262207,EXPLORACAO PARQUES DIVERSOES E SIMILARES
9262208,CYBER CAFE EXPLORACAO JOGOS ELETRONICOS
9262209,LAN HOUSE EXPLORACAO JOGOS ELETRONICO
9262210,EXPLORACAO GARAGEM SOCORRO E REBOQUE
9262211,EXPLORACAO JOGOS RECREATIVOS
9262212,EXPLORACAO AGENCIAMENTO DE GUARDA VOLUME
9262299,OUT ATIV RELACIONADAS AO LAZER
9266205,EXPLORACAO DE BOLICHES
9301700,LAVANDERIAS E TINTURARIAS
9301701,TINGIMENTO E ESTAMPARIA
9301702,TOALHEIROS
9302500,CABELEIREIROS OUTROS TRATAM BELEZA
9302501,CABELEREIROS
9302502,MANICURES E OUTROS TRAT DE BELEZA
9303300,ATIVIDADES FUNERARIAS E CONEXAS
9303301,GESTAO E MANUTENCAO DE CEMITERIOS
9303302,"SERV CREMACAO CADAVERES HUMANOS,ANIMAIS"
9303303,SERVICOS DE SEPULTAMENTO
9303304,SERVICOS DE FUNERARIAS
9303399,OUTRAS ATIVIDADES FUNERARIAS
93040100,ATIV DE MANUTENCAO DO FISICO CORPORAL
9304100,ATIVIDADES MANUT FISICO CORPORAL
9309200,OUTRAS ATIV SERV PESSOAIS NAO ESPECIF
9309201,ATIVIDADES DE AGENCIAS MATRIMONIAIS
9309202,ATIV DE EMBELEZAMENTO DE ANIMAIS
9309203,EXPLORACAO MAQ SERV PESSOAIS ACION MOEDA
9309299,"OUTRAS ATIV SERV PESSOAIS,N ESPEC ANT"
9310700,LAVANDERIAS TINTURARIA EM GERAL
9310701,LAVANDERIAS E TINTURARIAS INDUSTRIAL
9500100,SERV DOMEST ORG INTERNAC OUT INSTIT EXTR
9900700,ORG INTERNAC OUTRAS INSTIT EXTRATERRIT
9900701,INSTITUICOES FILOSOFICAS CULTURAIS
